City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Shahr-E Kord,IR,32.3256,50.8644,37.17,93,40,6.91,scattered clouds
451,Lorengau,PG,-2.0226,147.2712,85.44,65,95,6.38,overcast clouds
452,Tarauaca,BR,-8.1614,-70.7656,73.15,95,100,3.53,overcast clouds
453,Antofagasta,CL,-23.65,-70.4,61.88,75,35,3.51,scattered clouds
454,Marawi,PH,7.9986,124.2928,73.65,71,100,2.59,overcast clouds
455,Aneho,TG,6.2333,1.6,82.6,81,7,8.7,light rain
456,Puerto Madero,MX,14.7208,-92.4215,79.56,72,23,2.46,few clouds
457,San Mateo Del Mar,MX,16.2,-95.0,79.54,69,15,32.68,few clouds
458,Yabrud,SY,33.9674,36.6574,45.12,69,0,2.28,clear sky
459,Korla,CN,41.7597,86.1469,27.43,56,11,3.98,few clouds
460,Sobolevo,RU,54.4299,31.8996,29.59,85,28,16.96,scattered clouds
461,Englehart,CA,47.8169,-79.8664,21.76,93,90,16.11,snow
462,Saint-Augustin,CA,51.226,-58.6502,44.46,98,100,16.46,overcast clouds
463,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
464,Kita,ML,13.0349,-9.4895,75.58,27,100,3.62,overcast clouds
465,Ixtapa,MX,20.7,-105.2,68.61,75,13,3.67,few clouds
466,Ilek,RU,51.5271,53.3831,27.19,95,100,8.25,overcast clouds
467,Preobrazheniye,RU,42.9019,133.9064,29.59,45,2,7.07,clear sky
468,Ambulu,ID,-8.345,113.6058,83.66,74,97,3.38,light rain
469,Privolzhsk,RU,57.3808,41.2886,34.09,88,100,17.31,overcast clouds
470,Marana,US,32.4367,-111.2254,63.95,42,1,5.75,clear sky
471,Miles City,US,46.4083,-105.8406,49.51,65,1,6.91,clear sky
472,Nakusp,CA,50.2499,-117.8023,36.48,100,100,5.75,moderate rain
473,Ambovombe,MG,-25.1667,46.0833,67.08,58,74,7.0,broken clouds
474,Ponta Delgada,PT,37.7333,-25.6667,61.52,63,20,14.97,few clouds
475,Ancud,CL,-41.8697,-73.8203,50.43,84,100,4.72,overcast clouds
476,Carberry,CA,49.8689,-99.3602,21.43,81,100,11.34,overcast clouds
477,Hami,CN,42.8,93.45,27.88,59,0,3.24,clear sky
478,Bonthe,SL,7.5264,-12.505,79.52,84,9,5.17,clear sky
479,Zalantun,CN,48.0,122.7167,17.15,59,93,5.53,overcast clouds
480,Bonavista,CA,48.6499,-53.1147,48.2,98,100,24.45,light rain
481,Shenzhen,CN,22.5455,114.0683,72.14,59,0,7.14,clear sky
482,Tuatapere,NZ,-46.1333,167.6833,50.54,97,100,5.35,moderate rain
483,Souillac,MU,-20.5167,57.5167,73.78,88,40,3.44,scattered clouds
484,Orange Cove,US,36.6244,-119.3137,60.85,35,81,3.78,broken clouds
485,Ferkessedougou,CI,9.6,-5.2,74.19,28,3,3.56,clear sky
486,Coxim,BR,-18.5067,-54.76,79.29,72,100,1.86,overcast clouds
487,Lewisburg,US,35.4492,-86.7889,52.36,92,90,10.36,mist
488,Alta Floresta,BR,-9.8756,-56.0861,71.83,96,100,2.44,moderate rain
489,Bosaso,SO,11.2842,49.1816,76.93,84,43,0.72,scattered clouds
490,Sjenica,RS,43.2731,19.9994,35.94,98,100,6.29,overcast clouds
491,Pingliang,CN,35.5392,106.6861,42.58,24,100,1.45,overcast clouds
492,Sokoto,NG,13.0609,5.239,75.65,21,5,8.21,clear sky
493,El Paso,US,31.8001,-106.2005,51.01,58,20,5.75,few clouds
494,Dunedin,NZ,-45.8742,170.5036,58.59,75,100,9.28,light rain
495,Vao,NC,-22.6667,167.4833,75.96,86,9,15.46,clear sky
496,Biak,ID,-0.9131,122.8766,83.37,70,100,0.49,overcast clouds
497,Tokonou,GN,9.65,-9.7833,68.52,41,0,1.23,clear sky
498,Polyarnyy,RU,69.1989,33.4478,14.14,77,98,4.07,overcast clouds
499,Inhambane,MZ,-23.865,35.3833,69.67,77,6,9.44,clear sky
500,Aboso,GH,5.3617,-1.9473,74.39,96,24,2.21,light rain
501,Baiyin,CN,36.5583,104.2081,23.88,27,10,2.35,clear sky
502,Kungurtug,RU,50.5994,97.5228,22.39,79,100,2.59,overcast clouds
503,Hede,CN,33.7681,120.2517,56.1,50,0,6.04,clear sky
504,Miramar,US,25.9873,-80.2323,74.98,68,75,6.91,broken clouds
505,Colares,PT,38.7992,-9.4469,50.99,71,0,8.01,clear sky
506,Amahai,ID,-3.3333,128.9167,86.43,66,94,2.33,overcast clouds
507,Hailar,CN,49.2,119.7,8.47,89,64,7.02,broken clouds
508,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.42,88,100,1.21,overcast clouds
509,Solnechnyy,RU,50.7214,136.6319,26.19,92,100,9.86,snow
510,Phan Thiet,VN,10.9333,108.1,78.85,70,100,0.58,overcast clouds
511,Ilo,PE,-17.6394,-71.3375,64.69,79,95,1.79,overcast clouds
512,Strezhevoy,RU,60.7333,77.5889,-5.82,98,81,7.76,broken clouds
513,Port Lincoln,AU,-34.7333,135.8667,61.66,51,65,19.84,broken clouds
514,Ust-Nera,RU,64.5667,143.2,-29.38,97,61,3.09,broken clouds
515,Dunkirk,FR,51.05,2.3667,43.09,69,100,4.0,overcast clouds
516,Devarkonda,IN,16.7,78.9333,70.93,77,13,2.68,few clouds
517,Ayagoz,KZ,47.9714,80.4392,14.07,90,100,15.28,overcast clouds
518,Shingu,JP,33.7333,135.9833,61.79,49,0,10.58,clear sky
519,Jos,NG,9.9167,8.9,62.69,31,9,3.06,clear sky
520,Sioux Lookout,CA,50.1001,-91.917,5.38,85,20,3.44,few clouds
521,Koslan,RU,63.4564,48.8989,15.35,91,100,8.3,overcast clouds
522,Sabha,LY,27.0377,14.4283,66.99,39,0,8.01,clear sky
523,Mezhdurechensk,RU,53.6942,88.0603,16.39,94,100,7.78,light snow
524,Nadym,RU,65.5333,72.5167,-4.32,92,45,10.51,scattered clouds
525,Teahupoo,PF,-17.8333,-149.2667,82.36,70,8,17.29,clear sky
526,Tiruvannamalai,IN,12.2167,79.0667,75.09,88,100,3.42,overcast clouds
527,Ughelli,NG,5.4899,6.0074,75.11,94,5,2.86,clear sky
528,Krasnoselkup,RU,65.7,82.4667,3.07,96,100,10.45,overcast clouds
529,Shaunavon,CA,49.6501,-108.4181,40.78,68,34,17.49,scattered clouds
530,Mackay,AU,-21.15,149.2,85.05,83,75,10.36,thunderstorm with rain
531,Axim,GH,4.8699,-2.2405,79.3,84,8,6.67,clear sky
532,Ust-Kulom,RU,61.6864,53.6902,9.09,96,100,3.22,overcast clouds
533,Matara,LK,5.9485,80.5353,77.9,88,86,6.51,overcast clouds
534,Arinos,BR,-15.9169,-46.1056,75.92,59,76,2.71,broken clouds
535,Victor Harbor,AU,-35.5667,138.6167,64.8,65,9,4.0,clear sky
536,Banamba,ML,13.55,-7.45,75.02,29,89,8.43,overcast clouds
537,Bilibino,RU,68.0546,166.4372,-30.55,99,90,3.56,overcast clouds
538,Batagay,RU,67.6333,134.6333,-35.73,98,59,2.75,broken clouds
539,Dalaba,GN,10.7,-12.25,63.39,40,16,3.42,few clouds
540,Labuhan,ID,-6.8844,112.2051,84.54,70,99,9.51,overcast clouds
541,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,72,58,15.03,broken clouds
542,Xiangxiang,CN,27.7333,112.5333,59.29,51,0,5.14,clear sky
543,Verkhniy Rohachyk,UA,47.2505,34.338,30.15,86,3,7.81,clear sky
544,Manpur,IN,22.4333,75.6167,60.69,49,14,3.76,few clouds
545,Grado,ES,43.388,-6.0743,52.05,91,75,3.44,light rain
546,Kattivakkam,IN,13.2167,80.3167,80.69,96,100,14.07,overcast clouds
547,Kaniama,CD,-7.5667,24.1833,65.95,97,100,1.32,overcast clouds
548,Ayorou,NE,14.7308,0.9174,78.82,21,0,9.04,clear sky
549,Izmit,TR,40.7669,29.9169,48.88,73,0,2.39,clear sky
550,Medicine Hat,CA,50.0501,-110.6683,48.63,55,90,14.0,overcast clouds
551,Bellegarde-Sur-Valserine,FR,46.1079,5.8242,43.54,97,100,3.06,overcast clouds
552,Vredendal,ZA,-31.6683,18.5012,74.61,34,94,12.55,overcast clouds
553,Bathsheba,BB,13.2167,-59.5167,77.61,94,20,6.91,few clouds
554,Ngunguru,NZ,-35.6167,174.5,66.02,66,6,10.22,clear sky
555,Sovetskiy,RU,61.3614,63.5842,6.71,97,100,5.28,overcast clouds
556,Sinnamary,GF,5.3833,-52.95,78.22,86,87,4.79,overcast clouds
557,Nalut,LY,30.3333,10.85,54.7,60,24,6.31,few clouds
558,Paralimni,CY,35.0375,33.9833,58.08,90,6,7.0,clear sky
559,Labuan,MY,5.2767,115.2417,84.56,79,20,3.0,few clouds
560,Rocha,UY,-34.4833,-54.3333,62.02,88,100,8.72,light rain
561,Marzuq,YE,14.4,46.4667,64.89,37,93,2.06,overcast clouds
562,Kitimat,CA,54.0524,-128.6534,44.98,29,100,1.99,light rain
563,Kandrian,PG,-6.2167,149.55,84.85,71,97,5.35,light rain
564,Maxixe,MZ,-23.8597,35.3472,68.41,80,5,7.78,clear sky
565,Shupiyan,IN,33.7167,74.8333,35.89,53,0,2.73,clear sky
566,Gat,IL,31.61,34.7642,60.4,82,7,3.04,clear sky
567,Camacha,PT,33.0833,-16.3333,59.54,72,40,17.27,scattered clouds
568,Maralal,KE,1.0968,36.698,61.25,73,88,5.12,overcast clouds
569,Vrangel,RU,42.7297,133.0839,28.65,51,0,12.88,clear sky
570,Roebourne,AU,-20.7833,117.1333,90.41,24,31,17.83,scattered clouds
571,Lima,PE,-12.0432,-77.0282,66.9,78,0,12.66,moderate rain
572,Lakes Entrance,AU,-37.8811,147.981,60.17,83,100,17.25,light rain
573,Lloydminster,CA,53.2835,-110.0016,28.62,80,40,11.5,scattered clouds
574,Belize,BZ,17.25,-88.75,77.32,91,100,2.19,overcast clouds
575,Anadyr,RU,64.75,177.4833,-3.5,77,20,6.71,few clouds
576,Sterling,US,39.0062,-77.4286,55.35,61,90,1.01,overcast clouds
577,Maningrida,AU,-12.0667,134.2667,93.34,48,54,7.83,light rain
578,Harnosand,SE,62.6323,17.9379,14.0,64,14,9.13,few clouds
579,Smoky Lake,CA,54.1169,-112.4686,37.98,86,71,3.44,broken clouds
580,Moose Factory,CA,51.2585,-80.6094,10.4,78,90,10.36,overcast clouds
581,Alofi,NU,-19.0595,-169.9187,78.69,89,75,10.36,broken clouds
582,Moron,AR,-34.6534,-58.6198,66.97,88,34,1.01,scattered clouds
583,Ales,FR,44.1333,4.0833,42.84,89,83,5.48,broken clouds
584,Port Macquarie,AU,-31.4333,152.9167,73.29,94,90,4.61,moderate rain
585,Kitami,JP,43.8031,143.8908,36.12,47,67,15.3,broken clouds
586,Chauk,MM,20.8833,94.8167,74.62,70,4,6.31,clear sky
587,Evensk,RU,61.95,159.2333,-7.78,80,0,11.41,clear sky
588,Fort Nelson,CA,58.8053,-122.7002,0.99,78,75,2.3,broken clouds
589,North Augusta,US,33.5018,-81.9651,57.51,75,1,4.61,clear sky
590,Zheleznodorozhnyy,RU,55.7503,38.0042,36.21,85,89,14.52,overcast clouds
591,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.26,93,100,0.22,overcast clouds
592,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,78.4,65,100,2.93,moderate rain
593,Gorontalo,ID,0.5412,123.0595,83.77,82,100,1.92,overcast clouds
594,Cubara,CO,7.0008,-72.1085,70.52,97,89,3.65,overcast clouds
595,Bodden Town,KY,19.2833,-81.25,80.6,79,20,4.0,few clouds
596,Padang,ID,-0.9492,100.3543,84.25,65,98,4.74,overcast clouds
597,Puerto Carreno,CO,6.189,-67.4859,78.33,86,100,3.91,overcast clouds
598,Sanchor,IN,24.7553,71.7722,69.6,41,0,1.1,clear sky
599,Tual,ID,-5.6667,132.75,83.57,68,100,1.25,overcast clouds
600,Bandarbeyla,SO,9.4942,50.8122,78.6,79,93,15.08,overcast clouds
601,Mpongwe,ZM,-13.5091,28.155,63.91,93,98,7.67,overcast clouds
602,Bullhead City,US,35.1478,-114.5683,65.62,13,1,20.71,clear sky
603,Tuchola,PL,53.5879,17.8591,38.05,81,100,13.02,overcast clouds
604,Stawell,AU,-37.05,142.7667,62.42,67,97,20.94,overcast clouds
605,San Francisco Del Mar,MX,16.2333,-94.65,78.96,69,28,23.82,scattered clouds
606,Baherden,TM,38.4362,57.4316,43.74,58,82,7.05,broken clouds
607,Cap Malheureux,MU,-19.9842,57.6142,73.89,80,3,1.99,clear sky
608,Mucurapo,TT,10.6667,-61.5333,80.13,84,39,6.15,scattered clouds
609,Sechura,PE,-5.5569,-80.8222,67.82,78,72,12.86,broken clouds
610,Diapaga,BF,12.0708,1.7889,77.2,20,0,6.22,clear sky
611,Colombia,CU,20.9881,-77.4297,69.42,77,12,8.08,few clouds
612,Diplo,PK,24.4667,69.584,70.57,70,0,4.56,clear sky
613,Tarakan,ID,3.3,117.6333,83.7,79,75,4.61,broken clouds
614,Sambava,MG,-14.2667,50.1667,72.21,86,26,5.19,scattered clouds
615,Buala,SB,-8.145,159.5921,84.7,69,36,2.13,moderate rain
616,Japura,ID,-0.3167,102.35,79.54,85,100,3.58,light rain
617,Carutapera,BR,-1.195,-46.02,78.46,86,99,5.93,overcast clouds
618,Kawalu,ID,-7.3817,108.2082,83.5,65,57,3.56,broken clouds
619,Kaeo,NZ,-35.1,173.7833,67.46,65,42,7.07,scattered clouds
620,Yen Bai,VN,21.7,104.8667,68.29,69,13,2.73,few clouds
621,Gander,CA,48.9682,-54.5906,48.33,100,90,18.41,fog
622,Wucheng,CN,29.6008,118.175,58.17,50,2,2.3,clear sky
623,Bakchar,RU,57.0186,82.0711,-0.09,96,22,6.38,few clouds
624,Jeremie,HT,18.65,-74.1167,78.37,79,89,13.02,overcast clouds
625,Empalme,MX,27.9667,-110.8167,74.35,60,0,6.24,clear sky
626,Byron Bay,AU,-28.65,153.6167,82.36,84,93,17.58,light rain
627,Methoni,GR,36.8197,21.7049,57.22,86,100,21.23,overcast clouds
628,Chute-Aux-Outardes,CA,49.1168,-68.399,30.18,80,1,4.61,clear sky
629,La Rioja,ES,42.25,-2.5,39.04,99,100,5.59,overcast clouds
630,Isangel,VU,-19.55,169.2667,87.91,58,75,11.5,broken clouds
631,Jabinyanah,TN,35.035,10.9081,53.4,60,0,13.67,clear sky
632,Katete,UG,-0.7818,29.7544,59.67,97,100,3.47,overcast clouds
633,Meulaboh,ID,4.1363,96.1285,79.02,85,84,3.53,broken clouds
634,Arica,CL,-18.475,-70.3042,64.63,72,0,3.44,clear sky
635,Hofn,IS,64.2539,-15.2082,31.01,48,0,13.73,clear sky
636,Osmena,PH,10.5208,119.9258,81.27,80,100,2.98,light rain
637,Northam,GB,51.0333,-4.2167,47.61,79,100,20.6,overcast clouds
638,Umm Kaddadah,SD,13.6017,26.6876,65.19,17,0,12.48,clear sky
639,Skibbereen,IE,51.55,-9.2667,46.2,77,100,20.78,overcast clouds
640,Ruidoso,US,33.3317,-105.673,37.92,62,1,5.75,clear sky
641,Bago,MM,17.3367,96.4797,80.73,82,50,5.32,scattered clouds
642,Mazamari,PE,-11.3258,-74.5308,71.28,91,92,2.64,overcast clouds
643,Salinas,US,36.6777,-121.6555,61.83,53,100,1.3,overcast clouds
644,Karlstad,SE,59.3793,13.5036,21.76,93,81,2.3,broken clouds
645,Bone,DE,51.9669,12.1396,38.86,83,10,6.29,clear sky
646,Ndele,CF,8.4109,20.6473,69.08,25,11,4.94,few clouds
647,Neepawa,CA,50.2289,-99.4664,21.6,87,100,9.19,overcast clouds
648,Krasnoarmeysk,RU,51.0239,45.6969,33.08,90,39,10.02,scattered clouds
649,Bayangol,RU,50.6977,103.4656,15.03,81,100,3.51,overcast clouds
650,Kurilsk,RU,45.2333,147.8833,34.54,74,100,14.18,light rain
651,Pierre,US,44.3683,-100.351,33.85,53,85,4.0,overcast clouds
652,Shu,KZ,43.5983,73.7614,32.56,82,100,6.8,light snow
653,Kailua,US,21.4022,-157.7394,82.08,72,56,16.44,broken clouds
654,Pedro Ii,BR,-4.4247,-41.4586,75.13,70,97,4.45,overcast clouds
655,Poya,NC,-21.35,165.15,83.53,58,42,5.01,light rain
656,Maceio,BR,-9.6658,-35.7353,80.04,83,40,2.3,scattered clouds
657,Emba,KZ,48.8264,58.1442,16.77,92,85,7.18,overcast clouds
658,Sebezh,RU,56.2955,28.4654,32.34,94,100,12.73,overcast clouds
659,Salinopolis,BR,-0.6136,-47.3561,80.35,80,77,8.93,broken clouds
660,Oudtshoorn,ZA,-33.5907,22.2014,53.96,74,0,6.51,clear sky
661,Tazovskiy,RU,67.4667,78.7,0.5,97,100,5.28,overcast clouds
662,Penzance,GB,50.1186,-5.5371,47.41,71,100,23.44,overcast clouds
663,Palmer,US,42.1584,-72.3287,46.47,69,100,2.46,overcast clouds
664,Vanimo,PG,-2.6741,141.3028,79.09,86,100,5.64,overcast clouds
665,Sesimbra,PT,38.4445,-9.1015,50.95,81,3,7.16,clear sky
666,Flinders,AU,-34.5833,150.8552,65.8,91,100,5.99,light rain
667,Davila,PH,18.4726,120.5763,84.18,71,100,18.79,overcast clouds
668,Kununurra,AU,-15.7667,128.7333,93.18,52,94,8.05,overcast clouds
669,Shizunai,JP,42.3339,142.3669,39.67,61,83,23.0,broken clouds
670,Odessa,UA,46.4775,30.7326,48.13,61,75,13.42,broken clouds
671,Langsa,ID,4.4683,97.9683,76.93,89,98,4.25,overcast clouds
672,Beira,MZ,-19.8436,34.8389,75.96,68,100,13.09,overcast clouds
673,Gunjur,GM,13.2019,-16.7339,77.07,94,0,4.61,clear sky
674,Pushchino,RU,54.8339,37.6264,35.35,87,52,16.13,broken clouds
675,Baghmara,IN,23.795,86.2085,66.09,41,0,3.4,clear sky
676,Launceston,AU,-41.45,147.1667,64.15,48,75,8.99,broken clouds
677,Necochea,AR,-38.5473,-58.7368,61.03,78,2,6.29,clear sky
678,Esik,KZ,43.3552,77.4525,29.62,99,100,7.63,snow
